trading_date,sector,sentiment
2020-01-30,Industrials,0.10386666666666666
2020-01-30,Materials,-0.026406410256410263
2020-01-30,RealEstate,0.02408
2020-01-30,Tech,0.009163333333333334
2020-01-30,Utilities,0.23978533333333335
2020-01-31,Comm,-0.18866727272727274
2020-01-31,Consumer,-0.03444404040404041
2020-01-31,Energy,0.07983380952380953
2020-01-31,Financials,0.09165809523809523
2020-01-31,Healthcare,0.278198
2020-01-31,Industrials,0.08330900000000001
2020-01-31,Materials,-0.0033346666666666663
2020-01-31,RealEstate,0.16884000000000002
2020-01-31,Tech,0.17766555555555558
2020-01-31,Utilities,0.18102000000000001
2020-02-03,Comm,0.1309225
2020-02-03,Consumer,0.14832285714285715
2020-02-03,Energy,0.05148243589743588
2020-02-03,Financials,0.07509666666666667
2020-02-03,Healthcare,0.11825192780337941
2020-02-03,Industrials,0.09446466666666667
2020-02-03,Materials,0.14187
2020-02-03,RealEstate,0.11956
2020-02-03,Tech,0.11900666666666666
2020-02-03,Utilities,0.20161
2020-02-04,Comm,0.11257899999999998
2020-02-04,Consumer,0.1401240909090909
2020-02-04,Energy,0.1017411111111111
2020-02-04,Financials,0.23612000000000002
2020-02-04,Healthcare,0.19332619047619048
2020-02-04,Industrials,0.18034833333333333
2020-02-04,Materials,0.054110000000000005
2020-02-04,RealEstate,0.05198333333333334
2020-02-04,Tech,0.07460800000000001
2020-02-04,Utilities,0.11915
2020-02-05,Comm,0.01718566666666667
2020-02-05,Consumer,0.06063166666666666
2020-02-05,Energy,0.504522857142857
2020-02-05,Financials,-0.020840000000000015
2020-02-05,Healthcare,0.16506785714285713
2020-02-05,Industrials,0.08954866666666665
2020-02-05,Materials,0.06436
2020-02-05,RealEstate,0.026530000000000005
2020-02-05,Tech,0.1052855
2020-02-05,Utilities,0.03190333333333333
2020-02-06,Comm,0.06914000000000001
2020-02-06,Consumer,0.17624
2020-02-06,Energy,0.3560966666666666
2020-02-06,Financials,0.2713986666666667
2020-02-06,Healthcare,0.22736007692307694
2020-02-06,Industrials,0.120362
2020-02-06,Materials,0.05132111111111111
2020-02-06,RealEstate,0.27351000000000003
2020-02-06,Tech,0.2868725
2020-02-06,Utilities,0.12708
2020-02-07,Comm,0.098301
2020-02-07,Consumer,0.189385
2020-02-07,Energy,0.22275299999999998
2020-02-07,Financials,0.15102200000000002
2020-02-07,Healthcare,0.27210303030303035
2020-02-07,Industrials,0.062271999999999994
2020-02-07,Materials,0.03672333333333333
2020-02-07,RealEstate,0.14371
2020-02-07,Tech,0.1875942857142857
2020-02-07,Utilities,0.11797833333333334
2020-02-10,Comm,0.1062
2020-02-10,Consumer,-0.006942857142857142
2020-02-10,Energy,0.05099333333333335
2020-02-10,Financials,0.19224666666666665
2020-02-10,Healthcare,0.11869
2020-02-10,Industrials,0.08063666666666666
2020-02-10,Materials,0.23231333333333332
2020-02-10,RealEstate,0.08452666666666667
2020-02-10,Tech,0.15818833333333335
2020-02-10,Utilities,0.09078499999999999
2020-02-11,Comm,-0.0031712941176470387
2020-02-11,Consumer,0.04548616666666667
2020-02-11,Energy,0.09527314285714285
2020-02-11,Financials,0.29606714285714286
2020-02-11,Healthcare,0.07090166666666668
2020-02-11,Industrials,0.08279666666666667
2020-02-11,Materials,0.11732800000000002
2020-02-11,RealEstate,0.06997333333333335
2020-02-11,Tech,0.07143764502164503
2020-02-11,Utilities,0.15007571428571426
2020-02-12,Comm,0.15365222222222222
2020-02-12,Consumer,0.05834264705882353
2020-02-12,Energy,0.03376749999999999
2020-02-12,Financials,0.15255333333333332
2020-02-12,Healthcare,0.13680083333333332
2020-02-12,Industrials,0.07436000000000001
2020-02-12,Materials,0.059199999999999996
2020-02-12,RealEstate,0.15045333333333333
2020-02-12,Tech,0.045807333333333325
2020-02-12,Utilities,0.25366555555555553
2020-02-13,Comm,0.09172261904761905
2020-02-13,Consumer,-0.013982245098039225
2020-02-13,Energy,0.012992500000000008
2020-02-13,Financials,0.08528
2020-02-13,Healthcare,0.08153333333333333
2020-02-13,Industrials,0.0353375
2020-02-13,Materials,0.08668285714285714
2020-02-13,RealEstate,0.110812
2020-02-13,Tech,-0.02128509090909091
2020-02-13,Utilities,0.160426
2020-02-14,Comm,0.19884833333333335
2020-02-14,Consumer,-0.05277816666666666
2020-02-14,Energy,0.0062
2020-02-14,Financials,0.18730666666666668
2020-02-14,Healthcare,0.25895
2020-02-14,Industrials,0.19194499999999998
2020-02-14,Materials,0.042804999999999996
2020-02-14,RealEstate,0.09492
2020-02-14,Tech,0.0353892688172043
2020-02-14,Utilities,0.1266535
2020-02-18,Comm,0.04021809523809524
2020-02-18,Consumer,0.19439710317460318
2020-02-18,Energy,0.14617833333333333
2020-02-18,Financials,-0.005482857142857142
2020-02-18,Healthcare,0.09015181372549019
2020-02-18,Industrials,0.1493
2020-02-18,Materials,0.12242444444444445
2020-02-18,RealEstate,0.10593
2020-02-18,Tech,-0.04732047619047619
2020-02-18,Utilities,0.21640944444444443
2020-02-19,Comm,0.03470309523809523
2020-02-19,Consumer,0.1574477142857143
2020-02-19,Energy,0.22522999999999999
2020-02-19,Financials,0.028644999999999997
2020-02-19,Healthcare,0.24066722222222223
2020-02-19,Industrials,0.22219333333333333
2020-02-19,Materials,0.0318
2020-02-19,RealEstate,0.0
2020-02-19,Tech,-0.012978253968253972
2020-02-19,Utilities,0.1720990909090909
2020-02-20,Comm,0.0010064285714285691
2020-02-20,Consumer,0.06387014285714285
2020-02-20,Energy,0.2530283333333333
2020-02-20,Financials,0.14648388888888889
2020-02-20,Healthcare,0.215124
2020-02-20,Industrials,0.11305666666666667
2020-02-20,Materials,0.060812727272727275
2020-02-20,RealEstate,0.04649366666666667
2020-02-20,Tech,0.041481333333333335
2020-02-20,Utilities,0.10578635897435898
2020-02-21,Comm,-0.07756190476190476
2020-02-21,Consumer,0.09441577777777779
2020-02-21,Energy,0.07205833333333334
2020-02-21,Financials,0.2816715
2020-02-21,Healthcare,0.013755000000000007
2020-02-21,Industrials,0.11362999999999998
2020-02-21,Materials,0.0993
2020-02-21,RealEstate,0.03327666666666666
2020-02-21,Tech,-0.2589611428571429
2020-02-21,Utilities,0.2389756923076923
2020-02-24,Comm,-0.03137666666666667
2020-02-24,Consumer,-0.0021578571428571445
2020-02-24,Energy,-0.14663821428571427
2020-02-24,Financials,0.09375866666666667
2020-02-24,Healthcare,0.1128396638655462
2020-02-24,Industrials,0.07081833333333334
2020-02-24,Materials,0.06621083333333334
2020-02-24,RealEstate,0.048205
2020-02-24,Tech,-0.009185303030303033
2020-02-24,Utilities,0.056410666666666665
2020-02-25,Comm,0.07111666666666668
2020-02-25,Consumer,0.16376858974358974
2020-02-25,Energy,-0.033855
2020-02-25,Financials,0.25816133333333335
2020-02-25,Healthcare,0.19953
2020-02-25,Industrials,0.08763499999999999
2020-02-25,Materials,0.08260999999999999
2020-02-25,RealEstate,0.027292500000000004
2020-02-25,Tech,0.019905000000000006
2020-02-25,Utilities,0.16380333333333333
2020-02-26,Comm,0.12558666666666668
2020-02-26,Consumer,0.09767285714285714
2020-02-26,Energy,0.2228217142857143
2020-02-26,Financials,0.16362933333333335
2020-02-26,Healthcare,0.0448771568627451
2020-02-26,Industrials,0.13861166666666666
2020-02-26,Materials,0.05650666666666667
2020-02-26,RealEstate,0.023012999999999995
2020-02-26,Tech,0.2120025
2020-02-26,Utilities,0.10017333333333334
2020-02-27,Comm,0.13194
2020-02-27,Consumer,0.09610866666666666
2020-02-27,Energy,0.08371033333333333
2020-02-27,Financials,0.07106000000000001
2020-02-27,Healthcare,0.03854799999999999
2020-02-27,Industrials,0.11989666666666668
2020-02-27,Materials,0.05670428571428571
2020-02-27,RealEstate,0.10351466666666667
2020-02-27,Tech,-0.090316
2020-02-27,Utilities,0.29736583333333333
2020-02-28,Comm,-0.09630999999999999
2020-02-28,Consumer,-0.08106357142857142
2020-02-28,Energy,0.08607138888888889
2020-02-28,Financials,0.024567499999999992
2020-02-28,Healthcare,-0.024808000000000004
2020-02-28,Industrials,0.08794833333333332
2020-02-28,Materials,0.18272166666666667
2020-02-28,RealEstate,-0.002707777777777781
2020-02-28,Tech,0.146984
2020-02-28,Utilities,-0.03968000000000001
2020-03-02,Comm,0.09726666666666665
2020-03-02,Consumer,0.05835970085470086
2020-03-02,Energy,0.039005
2020-03-02,Financials,0.17043333333333335
2020-03-02,Healthcare,0.19403901785714286
2020-03-02,Industrials,-0.0002866666666666684
2020-03-02,Materials,0.031938333333333326
2020-03-02,RealEstate,0.11191466666666668
2020-03-02,Tech,0.06786600000000001
2020-03-02,Utilities,0.22934666666666664
2020-03-03,Comm,0.040232
2020-03-03,Consumer,0.18419
2020-03-03,Energy,0.05448088888888889
2020-03-03,Financials,-0.08367833333333333
2020-03-03,Healthcare,0.37418615384615384
2020-03-03,Industrials,0.05197999999999999
2020-03-03,Materials,0.161003
2020-03-03,RealEstate,0.110605
2020-03-03,Tech,0.002538000000000001
2020-03-03,Utilities,0.00575
2020-03-04,Comm,0.10109666666666665
2020-03-04,Consumer,0.13762444444444444
2020-03-04,Energy,0.22001666666666667
2020-03-04,Financials,0.10631766666666667
2020-03-04,Healthcare,0.42545099999999997
2020-03-04,Industrials,0.14631361904761903
2020-03-04,Materials,0.24886
2020-03-04,RealEstate,0.22469
2020-03-04,Tech,0.3957859523809524
2020-03-04,Utilities,0.4725693333333333
2020-03-05,Comm,0.181035
2020-03-05,Consumer,0.07891594805194804
2020-03-05,Energy,0.06623000000000001
2020-03-05,Financials,0.078685
2020-03-05,Healthcare,0.17941728205128205
2020-03-05,Industrials,0.10869495238095239
2020-03-05,Materials,0.11590333333333333
2020-03-05,RealEstate,0.28724
2020-03-05,Tech,0.14698033333333332
2020-03-05,Utilities,0.07459333333333333
2020-03-06,Comm,0.163825
2020-03-06,Consumer,0.03931335164835166
2020-03-06,Energy,-0.0073595238095238045
2020-03-06,Financials,-0.00039099999999999693
2020-03-06,Healthcare,0.22134054545454546
2020-03-06,Industrials,0.08867666666666667
2020-03-06,Materials,0.01011999999999999
2020-03-06,RealEstate,0.24365
2020-03-06,Tech,0.04415753846153846
2020-03-06,Utilities,0.13833
2020-03-09,Comm,-0.010929999999999999
2020-03-09,Consumer,0.05611935897435898
2020-03-09,Energy,-0.09956684210526315
2020-03-09,Financials,0.20983133333333334
2020-03-09,Healthcare,0.11973799999999998
2020-03-09,Industrials,-0.098977
2020-03-09,Materials,0.11394333333333333
2020-03-09,RealEstate,0.12718000000000002
2020-03-09,Tech,-0.11020666666666665
2020-03-09,Utilities,-0.17196333333333333
2020-03-10,Comm,-0.044323999999999995
2020-03-10,Consumer,-0.016730343434343434
2020-03-10,Energy,0.008469864734299514
2020-03-10,Financials,0.11389333333333332
2020-03-10,Healthcare,0.14320875
2020-03-10,Industrials,-0.08950333333333334
2020-03-10,Materials,0.05930833333333333
2020-03-10,RealEstate,0.22803
2020-03-10,Tech,0.272895
2020-03-10,Utilities,0.15145
2020-03-11,Comm,0.04243
2020-03-11,Consumer,-0.040494190476190475
2020-03-11,Energy,0.03261601190476191
2020-03-11,Financials,0.18409
2020-03-11,Healthcare,0.24613083333333333
2020-03-11,Industrials,0.15478476190476192
2020-03-11,Materials,0.058496666666666676
2020-03-11,RealEstate,0.30446
2020-03-11,Tech,0.07748833333333334
2020-03-11,Utilities,0.03367333333333334
2020-03-12,Comm,0.025448
2020-03-12,Consumer,0.04935908888888889
2020-03-12,Energy,0.06268815789473683
2020-03-12,Financials,0.00711619047619047
2020-03-12,Healthcare,-0.14734066666666668
2020-03-12,Industrials,-0.17304999999999998
2020-03-12,Materials,-0.06551599999999999
2020-03-12,RealEstate,0.10360999999999998
2020-03-12,Tech,-0.04570857142857144
2020-03-12,Utilities,0.001628095238095234
2020-03-13,Comm,0.07825299999999999
2020-03-13,Consumer,0.03457888888888889
2020-03-13,Energy,0.2084266106442577
2020-03-13,Financials,-0.1996966666666667
2020-03-13,Healthcare,0.007959999999999995
2020-03-13,Industrials,0.04446
2020-03-13,Materials,0.07144666666666666
2020-03-13,RealEstate,0.14221
2020-03-13,Tech,-0.011568928571428577
2020-03-13,Utilities,0.14456
2020-03-16,Comm,-0.01231133333333333
2020-03-16,Consumer,-0.13602125724637681
2020-03-16,Energy,0.0006908431372549013
2020-03-16,Financials,-0.05933083333333333
2020-03-16,Healthcare,0.004297333333333336
2020-03-16,Industrials,0.060704999999999995
2020-03-16,Materials,-0.016040000000000016
2020-03-16,RealEstate,0.04990583333333333
2020-03-16,Tech,-0.10528666666666667
2020-03-16,Utilities,0.19956038095238093
2020-03-17,Comm,0.05186599999999999
2020-03-17,Consumer,0.051671619047619056
2020-03-17,Energy,0.025996000000000002
2020-03-17,Financials,-0.11708
2020-03-17,Healthcare,0.31710000000000005
2020-03-17,Industrials,0.03314888888888889
2020-03-17,Materials,0.035615
2020-03-17,RealEstate,0.10169333333333333
2020-03-17,Tech,0.12160083333333334
2020-03-17,Utilities,0.1844866666666667
2020-03-18,Comm,-0.02648399999999999
2020-03-18,Consumer,0.03006417027417029
2020-03-18,Energy,0.018742857142857148
2020-03-18,Financials,0.033416666666666664
2020-03-18,Healthcare,0.20724458333333332
2020-03-18,Industrials,-0.004995238095238097
2020-03-18,Materials,0.015944999999999997
2020-03-18,RealEstate,0.02821333333333333
2020-03-18,Tech,-0.10072952380952382
2020-03-18,Utilities,0.24911000000000003
2020-03-19,Comm,0.03651833333333333
2020-03-19,Consumer,0.021880500000000004
2020-03-19,Energy,-0.018382
2020-03-19,Financials,-0.15799333333333332
2020-03-19,Healthcare,0.21280833333333335
2020-03-19,Industrials,0.07644
2020-03-19,Materials,0.08905466666666666
2020-03-19,RealEstate,0.13015333333333334
2020-03-19,Tech,-0.10737666666666665
2020-03-19,Utilities,0.24252666666666664
2020-03-20,Comm,0.01478833333333333
2020-03-20,Consumer,0.046295396103896116
2020-03-20,Energy,-0.10680738461538461
2020-03-20,Financials,-0.05972666666666667
2020-03-20,Healthcare,0.11065666666666667
2020-03-20,Industrials,0.1440170476190476
2020-03-20,Materials,0.045237999999999993
2020-03-20,RealEstate,0.049635
2020-03-20,Tech,0.19086
2020-03-20,Utilities,0.17613166666666666
2020-03-23,Comm,0.16331284415584416
2020-03-23,Consumer,0.05063993281228574
2020-03-23,Energy,-0.13521555555555556
2020-03-23,Financials,-0.02157
2020-03-23,Healthcare,0.044644329004329006
2020-03-23,Industrials,0.012568333333333325
2020-03-23,Materials,0.17433285714285712
2020-03-23,RealEstate,0.04302999999999999
2020-03-23,Tech,0.18370166666666665
2020-03-23,Utilities,-0.014680285714285724
2020-03-24,Comm,0.1751407619047619
2020-03-24,Consumer,0.1969957326007326
2020-03-24,Energy,0.11338933333333331
2020-03-24,Financials,0.39868000000000003
2020-03-24,Healthcare,0.27379619047619047
2020-03-24,Industrials,0.2409971111111111
2020-03-24,Materials,0.31854
2020-03-24,RealEstate,-0.011124999999999996
2020-03-24,Tech,0.4098681666666667
2020-03-24,Utilities,0.16380971428571428
2020-03-25,Comm,0.17759866666666665
2020-03-25,Consumer,0.17013257142857144
2020-03-25,Energy,0.16184666666666667
2020-03-25,Financials,0.19510500000000003
2020-03-25,Healthcare,0.18096380952380953
2020-03-25,Industrials,0.19890499999999997
2020-03-25,Materials,0.22616
2020-03-25,RealEstate,0.064675
2020-03-25,Tech,0.20627399999999999
2020-03-25,Utilities,0.29345
2020-03-26,Comm,0.12920166666666666
2020-03-26,Consumer,0.0860754761904762
2020-03-26,Energy,0.175266
2020-03-26,Financials,0.21854800000000002
2020-03-26,Healthcare,0.26740909090909093
2020-03-26,Industrials,0.1509714285714286
2020-03-26,Materials,0.19537066666666666
2020-03-26,RealEstate,0.3093933333333333
2020-03-26,Tech,0.293434
2020-03-26,Utilities,0.12445000000000002
2020-03-27,Comm,0.19410933333333333
2020-03-27,Consumer,0.04583217948717948
2020-03-27,Energy,0.28984471428571423
2020-03-27,Financials,0.15099666666666667
2020-03-27,Healthcare,0.30992600000000003
2020-03-27,Industrials,0.22001666666666667
2020-03-27,Materials,0.3154366666666667
2020-03-27,RealEstate,0.30251
2020-03-27,Tech,0.3283
2020-03-27,Utilities,0.30733466666666664
2020-03-30,Comm,0.183099
2020-03-30,Consumer,0.06934949122807017
2020-03-30,Energy,0.12272133333333332
2020-03-30,Financials,-0.18326533333333334
2020-03-30,Healthcare,0.14428057142857142
2020-03-30,Industrials,0.01895561904761905
2020-03-30,Materials,0.10744566666666669
2020-03-30,RealEstate,0.265285
2020-03-30,Tech,0.07616666666666666
2020-03-30,Utilities,0.13573785714285716
2020-03-31,Comm,0.25569333333333333
2020-03-31,Consumer,-0.023837333333333356
2020-03-31,Energy,0.006620833333333331
2020-03-31,Financials,0.05608466666666667
2020-03-31,Healthcare,0.08203857142857143
2020-03-31,Industrials,0.04034666666666666
2020-03-31,Materials,0.224695
2020-03-31,RealEstate,-0.138415
2020-03-31,Tech,0.018877333333333322
2020-03-31,Utilities,-0.140875
2020-04-01,Comm,0.15276666666666666
2020-04-01,Consumer,0.1795776666666667
2020-04-01,Energy,-0.05197047619047618
2020-04-01,Financials,0.046317904761904755
2020-04-01,Healthcare,0.10086333333333335
2020-04-01,Industrials,-0.018667999999999997
2020-04-01,Materials,0.04751466666666666
2020-04-01,RealEstate,-0.15246666666666664
2020-04-01,Tech,0.11331000000000002
2020-04-01,Utilities,-0.05755833333333332
2020-04-02,Comm,-0.09556
2020-04-02,Consumer,0.0435275
2020-04-02,Energy,-0.044638179487179484
2020-04-02,Financials,0.04325633333333333
2020-04-02,Healthcare,0.11523071428571427
2020-04-02,Industrials,-0.08770466666666667
2020-04-02,Materials,0.11831666666666667
2020-04-02,RealEstate,-0.031219999999999998
2020-04-02,Tech,0.095555
2020-04-02,Utilities,0.05787500000000001
2020-04-03,Comm,0.2131947619047619
2020-04-03,Consumer,-0.018479583333333334
2020-04-03,Energy,-0.018312380952380948
2020-04-03,Financials,0.09006214285714284
2020-04-03,Healthcare,0.16289404761904763
2020-04-03,Industrials,-0.2088713492063492
2020-04-03,Materials,0.051539999999999996
2020-04-03,RealEstate,0.08399000000000001
2020-04-03,Tech,-0.1759466666666667
2020-04-03,Utilities,0.21839999999999998
2020-04-06,Comm,0.3249033333333334
2020-04-06,Consumer,0.19159549783549784
2020-04-06,Energy,0.11251055555555556
2020-04-06,Financials,0.17170227272727273
2020-04-06,Healthcare,0.33347310344827585
2020-04-06,Industrials,0.10401600000000003
2020-04-06,Materials,0.074848
2020-04-06,RealEstate,0.15676333333333334
2020-04-06,Tech,0.28716742424242425
2020-04-06,Utilities,0.35653166666666664
2020-04-07,Comm,0.15798636363636362
2020-04-07,Consumer,0.24089971717171715
2020-04-07,Energy,0.3126607142857143
2020-04-07,Financials,0.14498366666666668
2020-04-07,Healthcare,0.04370877192982456
2020-04-07,Industrials,0.298147
2020-04-07,Materials,0.4134300000000001
2020-04-07,RealEstate,0.07574333333333334
2020-04-07,Tech,0.11083399999999999
2020-04-07,Utilities,0.18673266666666666
2020-04-08,Comm,0.11384399999999999
2020-04-08,Consumer,0.056441668421052624
2020-04-08,Energy,0.301839619047619
2020-04-08,Financials,0.09422012987012987
2020-04-08,Healthcare,0.12525555555555554
2020-04-08,Industrials,0.15880619047619046
2020-04-08,Materials,0.22084133333333336
2020-04-08,RealEstate,0.43206
2020-04-08,Tech,0.23468
2020-04-08,Utilities,0.19756666666666667
2020-04-09,Comm,-0.02296333333333333
2020-04-09,Consumer,0.16850095238095236
2020-04-09,Energy,0.1310592380952381
2020-04-09,Financials,0.16522466666666666
2020-04-09,Healthcare,0.03140166666666667
2020-04-09,Industrials,0.025403452380952363
2020-04-09,Materials,0.1181393650793651
2020-04-09,RealEstate,0.24424714285714283
2020-04-09,Tech,0.13129666666666667
2020-04-09,Utilities,0.39142
2020-04-13,Comm,0.07171666666666666
2020-04-13,Consumer,-0.01324125407925408
2020-04-13,Energy,0.12250822710622711
2020-04-13,Financials,0.07874942424242423
2020-04-13,Healthcare,-0.004051999999999989
